Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Starting_Salary,Current_Job_Level
28.0,1,3.07,831.0,2.86,0,4.0,7.0,4.0,6.0,61900.0,2
24.0,0,3.5,610.0,2.93,6,2.0,8.0,1.0,1.0,48500.0,2
29.0,0,2.28,723.0,3.77,4,3.0,1.0,5.0,1.0,49300.0,2
27.0,1,2.7,958.0,2.32,3,0.0,8.0,5.0,3.0,69400.0,0
24.0,1,2.78,560.0,2.21,6,2.0,3.0,0.0,1.0,50700.0,2
24.0,0,3.02,830.0,2.01,1,0.0,7.0,3.0,4.0,28100.0,0
25.0,0,3.86,274.0,2.63,3,0.0,4.0,0.0,3.0,51200.0,0
18.0,1,3.75,706.0,2.29,0,3.0,5.0,2.0,7.0,50100.0,0
27.0,0,2.27,764.0,2.44,3,3.0,3.0,4.0,9.0,53900.0,2
27.0,1,2.35,795.0,2.02,4,2.0,4.0,4.0,7.0,53500.0,0
25.0,1,2.72,262.0,2.45,1,1.0,0.0,1.0,5.0,50200.0,0
21.0,0,2.58,487.0,2.67,0,2.0,2.0,1.0,1.0,54900.0,0
21.0,0,3.23,454.0,2.06,2,2.0,3.0,3.0,5.0,31900.0,0
21.0,0,3.81,443.0,3.22,6,1.0,0.0,0.0,1.0,83900.0,2
23.0,1,3.92,262.0,3.14,5,0.0,2.0,2.0,6.0,51100.0,2
24.0,0,3.31,543.0,2.19,4,4.0,3.0,4.0,8.0,34000.0,2
23.0,1,3.68,105.0,3.19,4,1.0,8.0,0.0,7.0,27900.0,2
18.0,1,3.05,1000.0,4.0,5,4.0,2.0,2.0,1.0,56900.0,0
29.0,0,2.42,350.0,3.89,6,0.0,2.0,5.0,8.0,44100.0,2
25.0,1,3.05,824.0,2.01,1,1.0,3.0,0.0,9.0,54500.0,3
27.0,0,3.11,438.0,3.59,1,3.0,8.0,1.0,10.0,81800.0,0
28.0,0,3.48,981.0,2.71,4,2.0,8.0,5.0,2.0,50400.0,0
24.0,1,2.44,169.0,2.13,6,1.0,0.0,5.0,1.0,66300.0,0
23.0,1,2.74,748.0,2.59,3,1.0,7.0,4.0,6.0,35300.0,2
23.0,1,2.73,786.0,2.64,2,0.0,9.0,2.0,4.0,53900.0,2
22.0,1,3.92,343.0,3.05,2,3.0,0.0,1.0,7.0,37200.0,1
23.0,0,2.89,230.0,3.32,1,1.0,1.0,5.0,3.0,32600.0,2
29.0,0,3.51,23.0,3.5,1,3.0,9.0,3.0,3.0,52800.0,0
26.0,1,3.5,988.0,2.49,3,4.0,4.0,3.0,8.0,72200.0,2
27.0,1,2.53,676.0,2.64,1,1.0,5.0,1.0,7.0,64500.0,1
26.0,0,3.14,281.0,2.62,2,3.0,1.0,2.0,5.0,90800.0,2
27.0,0,3.79,519.0,2.73,6,2.0,9.0,2.0,3.0,49200.0,0
25.0,1,2.95,722.0,4.0,4,0.0,4.0,4.0,1.0,55100.0,0
27.0,1,3.89,253.0,3.56,2,3.0,2.0,1.0,3.0,60000.0,0
26.0,0,2.43,404.0,3.95,3,0.0,6.0,3.0,9.0,51700.0,3
27.0,1,2.15,133.0,3.39,6,1.0,0.0,1.0,1.0,63300.0,2
25.0,1,3.78,274.0,2.81,6,1.0,4.0,0.0,5.0,41900.0,3
25.0,0,3.7,618.0,2.78,4,4.0,2.0,2.0,4.0,39600.0,0
18.0,0,3.99,232.0,2.98,2,0.0,1.0,5.0,6.0,42300.0,3
27.0,0,3.36,545.0,2.83,5,2.0,2.0,0.0,2.0,34900.0,0
28.0,0,3.87,79.0,3.66,6,2.0,9.0,3.0,4.0,25000.0,0
22.0,0,3.65,35.0,2.93,6,3.0,3.0,2.0,9.0,47700.0,0
21.0,1,3.69,495.0,2.59,1,2.0,1.0,3.0,5.0,25000.0,0
19.0,1,3.14,110.0,3.55,6,0.0,1.0,3.0,8.0,44000.0,1
25.0,1,2.76,321.0,3.71,3,1.0,2.0,3.0,2.0,25000.0,0
20.0,1,3.87,575.0,2.84,6,0.0,1.0,4.0,9.0,74000.0,0
21.0,0,2.86,981.0,3.34,1,0.0,5.0,3.0,7.0,44000.0,3
29.0,0,3.08,328.0,2.12,0,1.0,1.0,3.0,7.0,25000.0,2
24.0,2,2.89,967.0,3.06,0,0.0,0.0,0.0,2.0,50500.0,0
27.0,0,3.13,809.0,2.09,3,2.0,7.0,0.0,8.0,54000.0,0
26.0,1,2.94,690.0,2.06,4,3.0,9.0,0.0,9.0,41000.0,2
19.0,1,2.1,384.0,3.23,4,3.0,3.0,2.0,10.0,74200.0,0
20.0,0,3.76,364.0,2.61,5,0.0,1.0,4.0,5.0,58800.0,0
21.0,0,2.89,232.0,3.49,5,1.0,3.0,2.0,3.0,46300.0,0
27.0,0,3.18,616.0,3.79,3,4.0,1.0,4.0,3.0,57900.0,2
18.0,0,2.28,414.0,2.28,6,0.0,4.0,4.0,6.0,73200.0,2
24.0,0,2.01,294.0,3.45,6,0.0,6.0,1.0,1.0,31800.0,3
19.0,0,2.49,547.0,3.03,0,4.0,5.0,5.0,10.0,37700.0,2
22.0,1,3.41,706.0,2.22,0,3.0,1.0,1.0,9.0,50400.0,2
18.0,0,2.2,174.0,3.3,2,3.0,3.0,1.0,6.0,25000.0,2
20.0,0,3.82,392.0,3.22,0,4.0,7.0,4.0,9.0,54300.0,2
29.0,1,2.43,102.0,3.03,5,1.0,6.0,4.0,3.0,74700.0,2
19.0,0,2.41,836.0,3.85,0,0.0,6.0,2.0,10.0,48100.0,3
18.0,1,2.36,293.0,3.04,3,2.0,3.0,4.0,3.0,26200.0,2
24.0,0,2.03,85.0,3.98,2,3.0,0.0,3.0,10.0,62000.0,2
22.0,1,3.54,909.0,3.02,4,3.0,6.0,3.0,7.0,74700.0,2
18.0,0,3.75,201.0,2.23,2,3.0,5.0,4.0,7.0,25000.0,0
23.0,1,3.23,685.0,2.94,6,1.0,7.0,3.0,4.0,58000.0,2
22.0,0,2.38,541.0,2.36,6,4.0,4.0,4.0,8.0,59700.0,3
20.0,1,2.57,297.0,3.19,2,1.0,7.0,1.0,2.0,57200.0,0
29.0,1,2.95,56.0,3.39,2,3.0,9.0,4.0,1.0,53500.0,2
24.0,0,3.91,472.0,2.94,6,0.0,7.0,1.0,1.0,51800.0,0
28.0,0,2.49,16.0,2.2,5,3.0,8.0,0.0,2.0,46100.0,2
27.0,1,3.46,652.0,2.94,3,0.0,0.0,3.0,6.0,72200.0,2
26.0,1,2.88,66.0,2.16,3,0.0,2.0,0.0,8.0,51400.0,2
26.0,0,2.6,958.0,3.36,3,3.0,5.0,3.0,3.0,86100.0,0
26.0,0,2.91,659.0,3.58,3,3.0,3.0,5.0,6.0,64200.0,3
19.0,0,2.14,670.0,3.92,6,0.0,7.0,5.0,8.0,51700.0,0
20.0,1,3.6,912.0,2.3,5,1.0,9.0,5.0,9.0,36200.0,2
24.0,0,2.49,472.0,3.06,1,1.0,0.0,0.0,8.0,58400.0,2
22.0,1,3.45,909.0,3.14,0,1.0,4.0,5.0,7.0,37500.0,2
19.0,1,2.14,581.0,3.84,0,2.0,3.0,4.0,4.0,40100.0,0
20.0,0,3.91,23.0,3.25,0,0.0,0.0,5.0,3.0,44600.0,2
27.0,0,2.39,702.0,2.29,0,2.0,9.0,0.0,7.0,30800.0,2
23.0,0,3.77,760.0,2.87,6,2.0,5.0,3.0,1.0,76400.0,0
24.0,1,3.62,486.0,3.31,1,0.0,9.0,2.0,7.0,32000.0,0
26.0,1,3.94,415.0,3.4,6,2.0,2.0,3.0,6.0,54100.0,0
18.0,1,2.96,821.0,3.73,1,0.0,4.0,2.0,3.0,38100.0,3
28.0,2,3.45,888.0,2.36,6,4.0,5.0,4.0,3.0,28500.0,2
24.0,1,2.74,657.0,3.9,5,4.0,3.0,3.0,2.0,46600.0,2
25.0,1,2.37,896.0,2.12,2,0.0,9.0,0.0,1.0,47900.0,3
29.0,1,2.89,305.0,3.97,1,0.0,9.0,4.0,5.0,72800.0,0
20.0,0,2.33,177.0,3.72,0,0.0,5.0,3.0,7.0,56200.0,2
21.0,1,3.96,195.0,3.32,1,1.0,6.0,4.0,7.0,53200.0,2
27.0,0,2.19,922.0,3.47,4,0.0,1.0,2.0,6.0,61400.0,1
23.0,1,3.18,13.0,2.15,3,3.0,6.0,4.0,10.0,45800.0,0
27.0,0,3.25,876.0,2.08,1,4.0,6.0,0.0,6.0,40800.0,0
24.0,1,3.08,166.0,2.2,4,4.0,1.0,3.0,7.0,40100.0,0
21.0,0,3.32,150.0,2.17,3,0.0,2.0,2.0,8.0,39200.0,0
25.0,0,2.23,341.0,3.09,4,4.0,2.0,4.0,5.0,54400.0,2
22.0,1,3.11,925.0,2.43,3,0.0,0.0,1.0,1.0,28100.0,0
18.0,2,2.57,557.0,3.72,2,0.0,0.0,2.0,7.0,46500.0,0
21.0,1,3.88,174.0,2.89,1,4.0,9.0,2.0,2.0,69900.0,1
20.0,0,3.52,167.0,3.39,4,4.0,5.0,0.0,5.0,54600.0,1
26.0,0,3.95,709.0,3.31,5,3.0,8.0,0.0,7.0,48500.0,0
25.0,1,2.08,718.0,2.64,2,2.0,8.0,4.0,7.0,42100.0,2
18.0,1,2.57,594.0,2.49,0,3.0,0.0,1.0,9.0,37100.0,3
28.0,1,2.39,580.0,2.68,1,3.0,6.0,2.0,5.0,68900.0,0
23.0,1,2.02,97.0,3.59,6,4.0,5.0,4.0,6.0,51500.0,0
26.0,1,2.48,679.0,3.17,6,3.0,3.0,5.0,10.0,42400.0,0
24.0,1,3.36,404.0,2.51,6,4.0,2.0,1.0,6.0,45400.0,0
21.0,1,2.46,77.0,3.64,5,1.0,8.0,4.0,1.0,36700.0,2
18.0,0,3.02,996.0,2.11,4,0.0,9.0,2.0,10.0,51700.0,0
29.0,1,3.78,237.0,3.4,4,2.0,4.0,4.0,7.0,51600.0,2
19.0,1,3.39,708.0,2.88,3,1.0,7.0,0.0,10.0,59200.0,2
29.0,0,2.79,291.0,3.46,6,0.0,3.0,0.0,7.0,27200.0,0
22.0,1,2.74,136.0,3.85,0,0.0,3.0,3.0,4.0,52000.0,0
29.0,1,2.91,820.0,3.5,4,2.0,5.0,1.0,4.0,58400.0,0
28.0,1,2.35,808.0,2.88,5,3.0,5.0,5.0,6.0,47600.0,3
22.0,0,3.27,889.0,2.3,1,0.0,2.0,2.0,3.0,70200.0,3
25.0,0,2.73,881.0,3.61,4,2.0,1.0,1.0,10.0,59700.0,0
23.0,1,3.7,367.0,2.92,1,4.0,8.0,0.0,6.0,66300.0,0
25.0,0,3.51,548.0,2.15,5,0.0,1.0,5.0,4.0,33900.0,2
19.0,0,3.22,902.0,3.44,4,0.0,8.0,2.0,10.0,25000.0,0
20.0,0,2.73,248.0,2.58,3,3.0,7.0,3.0,8.0,54300.0,2
23.0,0,2.42,766.0,2.1,3,3.0,9.0,0.0,5.0,25000.0,2
29.0,0,3.55,214.0,3.81,3,4.0,6.0,0.0,8.0,41100.0,2
27.0,1,2.97,764.0,2.97,0,0.0,4.0,5.0,9.0,49600.0,0
20.0,1,2.45,70.0,2.56,4,3.0,2.0,1.0,4.0,61200.0,3
23.0,1,2.39,746.0,3.43,1,2.0,1.0,4.0,1.0,51400.0,0
23.0,0,2.33,996.0,3.77,5,0.0,7.0,1.0,10.0,71800.0,0
19.0,0,3.55,329.0,2.0,4,2.0,1.0,0.0,7.0,39600.0,0
24.0,0,2.46,16.0,3.38,5,1.0,7.0,1.0,7.0,36300.0,1
29.0,2,3.05,487.0,3.53,2,4.0,4.0,4.0,5.0,84000.0,0
19.0,1,2.9,174.0,2.42,3,3.0,8.0,3.0,5.0,47700.0,3
23.0,0,3.16,699.0,2.98,6,1.0,3.0,2.0,1.0,52000.0,0
18.0,0,3.75,806.0,2.18,5,3.0,7.0,0.0,3.0,41500.0,0
20.0,2,3.74,737.0,3.49,2,1.0,6.0,1.0,1.0,36800.0,2
19.0,2,2.9,274.0,3.69,5,3.0,7.0,0.0,7.0,47600.0,3
24.0,0,2.03,524.0,2.22,2,4.0,4.0,2.0,5.0,65700.0,2
21.0,1,2.85,822.0,3.63,5,0.0,1.0,1.0,4.0,46700.0,0
25.0,0,3.21,219.0,3.54,3,2.0,6.0,3.0,7.0,25000.0,3
23.0,1,3.12,943.0,2.69,6,1.0,2.0,2.0,9.0,33500.0,0
29.0,0,3.3,513.0,3.38,3,2.0,9.0,4.0,6.0,78300.0,0
27.0,0,2.31,399.0,2.0,5,2.0,9.0,4.0,9.0,25000.0,0
21.0,1,3.29,111.0,3.86,3,3.0,9.0,0.0,6.0,39100.0,0
22.0,0,2.37,987.0,3.1,6,0.0,9.0,4.0,10.0,56600.0,2
26.0,1,3.5,464.0,3.24,2,3.0,1.0,1.0,9.0,57000.0,2
24.0,1,2.68,789.0,3.33,2,2.0,2.0,4.0,6.0,57300.0,1
27.0,1,3.42,641.0,3.12,5,4.0,3.0,3.0,9.0,63400.0,2
26.0,0,2.1,93.0,3.71,4,0.0,9.0,5.0,3.0,46700.0,0
24.0,0,2.82,451.0,3.22,6,0.0,6.0,1.0,5.0,34700.0,2
29.0,0,3.41,396.0,3.82,2,2.0,9.0,5.0,5.0,46700.0,0
18.0,1,2.45,892.0,3.16,0,3.0,0.0,0.0,10.0,67900.0,2
29.0,0,3.59,924.0,2.34,3,4.0,5.0,0.0,8.0,25100.0,0
25.0,0,3.26,551.0,3.83,5,1.0,5.0,4.0,7.0,43100.0,0
21.0,1,3.18,933.0,3.36,0,3.0,7.0,4.0,2.0,50300.0,2
20.0,1,2.71,479.0,3.4,0,0.0,1.0,0.0,2.0,40200.0,2
24.0,1,2.96,316.0,3.97,4,3.0,1.0,1.0,7.0,42100.0,0
29.0,0,3.19,671.0,2.15,4,1.0,0.0,2.0,10.0,56100.0,2
20.0,0,2.94,698.0,2.86,4,4.0,2.0,0.0,10.0,52000.0,3
25.0,0,3.4,993.0,2.48,0,4.0,6.0,3.0,4.0,64200.0,0
23.0,1,2.87,353.0,3.26,1,1.0,7.0,1.0,6.0,58300.0,2
22.0,0,2.4,768.0,3.61,1,1.0,6.0,2.0,9.0,65500.0,0
21.0,1,2.43,239.0,3.93,0,2.0,8.0,2.0,10.0,40300.0,2
25.0,1,2.01,104.0,2.91,3,0.0,7.0,1.0,4.0,89100.0,2
25.0,0,2.6,907.0,3.57,5,2.0,7.0,0.0,7.0,25000.0,0
29.0,1,3.5,878.0,3.83,0,3.0,1.0,2.0,9.0,62100.0,0
18.0,0,3.59,29.0,3.37,5,1.0,0.0,3.0,1.0,34800.0,2
26.0,1,2.4,89.0,2.49,0,2.0,5.0,5.0,10.0,25400.0,3
22.0,0,3.92,375.0,3.22,4,0.0,6.0,1.0,2.0,75100.0,0
21.0,1,3.0,397.0,3.94,5,0.0,5.0,4.0,9.0,44400.0,0
23.0,0,3.83,563.0,3.98,4,1.0,6.0,5.0,5.0,30900.0,3
23.0,1,3.41,364.0,3.28,4,2.0,7.0,0.0,4.0,43900.0,0
19.0,1,3.44,950.0,3.77,1,4.0,1.0,1.0,7.0,39800.0,0
25.0,0,2.17,147.0,2.4,0,1.0,0.0,3.0,5.0,47600.0,0
24.0,1,2.44,314.0,2.49,3,3.0,9.0,5.0,1.0,45100.0,0
18.0,0,2.02,548.0,3.91,3,2.0,7.0,5.0,9.0,29600.0,2
22.0,2,3.43,796.0,2.27,4,2.0,7.0,2.0,8.0,51000.0,2
29.0,1,2.69,452.0,2.38,4,1.0,7.0,0.0,3.0,49800.0,0
23.0,1,3.57,899.0,2.84,0,2.0,9.0,0.0,10.0,74300.0,0
21.0,0,2.68,506.0,3.18,3,2.0,6.0,1.0,3.0,71700.0,0
19.0,2,3.64,486.0,3.21,0,3.0,1.0,1.0,3.0,50100.0,2
21.0,0,2.26,101.0,2.58,5,3.0,3.0,3.0,7.0,56900.0,3
18.0,0,2.35,107.0,3.84,1,4.0,8.0,4.0,2.0,34300.0,2
24.0,0,2.68,857.0,3.83,0,3.0,7.0,1.0,9.0,59900.0,0
19.0,1,2.82,937.0,2.78,4,4.0,3.0,5.0,4.0,91000.0,0
19.0,2,2.7,291.0,2.87,2,3.0,7.0,1.0,7.0,32800.0,0
26.0,2,3.53,349.0,3.4,1,4.0,9.0,1.0,8.0,40800.0,3
22.0,1,2.19,617.0,3.33,3,3.0,5.0,3.0,5.0,53700.0,0
19.0,1,2.7,733.0,2.76,3,3.0,8.0,2.0,8.0,52800.0,3
28.0,1,3.67,588.0,2.83,4,1.0,0.0,4.0,4.0,51700.0,0
26.0,1,2.13,227.0,2.7,4,3.0,5.0,3.0,10.0,39700.0,0
26.0,0,3.88,596.0,2.47,1,4.0,3.0,1.0,2.0,29000.0,3
18.0,1,3.97,977.0,2.92,4,1.0,2.0,2.0,3.0,37200.0,0
28.0,1,2.18,588.0,3.37,2,4.0,4.0,1.0,6.0,62500.0,0
20.0,1,2.58,761.0,3.48,1,3.0,9.0,3.0,10.0,80500.0,0
21.0,2,2.74,767.0,3.56,4,3.0,7.0,0.0,6.0,58100.0,0
24.0,0,3.55,50.0,2.75,5,4.0,9.0,1.0,7.0,44900.0,2
27.0,1,3.19,868.0,3.53,6,2.0,5.0,2.0,4.0,62400.0,1
21.0,1,3.29,970.0,2.01,2,1.0,0.0,4.0,8.0,29600.0,2
19.0,2,3.52,722.0,2.95,1,1.0,5.0,0.0,8.0,49500.0,0
24.0,0,2.24,158.0,3.59,6,3.0,6.0,1.0,7.0,41100.0,2
23.0,1,3.67,328.0,3.26,0,1.0,5.0,1.0,3.0,45800.0,0
20.0,1,3.41,745.0,2.95,2,4.0,2.0,2.0,3.0,41500.0,2
23.0,1,3.15,883.0,3.29,0,3.0,8.0,0.0,2.0,33300.0,0
28.0,1,3.78,77.0,3.81,6,1.0,9.0,0.0,7.0,75500.0,0
23.0,0,3.4,735.0,3.13,3,0.0,9.0,0.0,6.0,40700.0,2
29.0,0,2.4,633.0,3.6,3,1.0,3.0,1.0,7.0,40600.0,0
22.0,0,2.86,454.0,3.96,4,4.0,4.0,0.0,2.0,49100.0,2
21.0,0,2.99,310.0,3.41,3,1.0,4.0,1.0,4.0,53100.0,3
27.0,1,2.11,327.0,3.15,0,2.0,2.0,1.0,1.0,74200.0,0
29.0,0,3.91,508.0,2.07,2,2.0,1.0,5.0,2.0,52600.0,0
18.0,0,2.26,853.0,2.75,0,3.0,7.0,0.0,7.0,58300.0,2
27.0,1,3.39,870.0,3.13,0,2.0,6.0,3.0,5.0,25000.0,2
23.0,1,3.01,107.0,3.59,3,4.0,4.0,4.0,10.0,54600.0,0
19.0,0,2.05,241.0,2.88,0,0.0,0.0,4.0,3.0,38600.0,0
20.0,1,3.85,435.0,3.92,6,0.0,9.0,3.0,2.0,38900.0,2
25.0,1,3.7,28.0,2.54,1,3.0,0.0,0.0,3.0,32200.0,0
27.0,0,3.05,704.0,3.49,1,3.0,7.0,1.0,4.0,45000.0,2
23.0,2,2.46,249.0,2.84,1,2.0,3.0,2.0,10.0,55700.0,0
20.0,1,2.24,364.0,2.97,4,4.0,3.0,3.0,10.0,56500.0,0
24.0,0,2.73,725.0,3.61,5,2.0,8.0,4.0,5.0,53000.0,2
21.0,1,2.51,533.0,2.59,5,4.0,1.0,4.0,8.0,40700.0,0
26.0,0,3.01,472.0,2.19,3,4.0,4.0,1.0,9.0,39100.0,0
22.0,0,3.93,667.0,3.04,5,0.0,5.0,4.0,2.0,43700.0,0
20.0,0,3.15,539.0,3.06,3,4.0,5.0,4.0,3.0,51600.0,0
19.0,1,3.78,589.0,3.59,1,1.0,9.0,1.0,4.0,26500.0,0
28.0,0,3.3,818.0,3.94,2,4.0,2.0,0.0,7.0,46100.0,0
19.0,0,2.95,413.0,2.11,4,0.0,9.0,5.0,6.0,44400.0,0
20.0,1,3.71,935.0,3.18,1,2.0,5.0,4.0,6.0,55300.0,3
19.0,1,2.94,569.0,3.36,0,4.0,9.0,5.0,10.0,92500.0,2
21.0,1,3.74,631.0,3.97,5,1.0,9.0,5.0,7.0,49800.0,3
19.0,1,2.58,988.0,3.89,1,3.0,4.0,0.0,1.0,50200.0,0
27.0,0,2.26,165.0,3.42,5,2.0,7.0,2.0,8.0,59900.0,2
26.0,1,3.71,989.0,3.04,1,3.0,3.0,0.0,9.0,47000.0,0
19.0,1,3.17,576.0,2.32,5,1.0,9.0,1.0,2.0,56500.0,0
26.0,0,3.78,48.0,2.77,2,0.0,9.0,1.0,1.0,69600.0,0
23.0,1,3.88,662.0,3.17,3,0.0,2.0,1.0,4.0,45600.0,2
18.0,0,2.11,484.0,3.45,5,2.0,5.0,4.0,2.0,72900.0,0
21.0,1,3.0,158.0,3.27,3,4.0,9.0,3.0,6.0,52900.0,0
18.0,0,2.75,668.0,3.43,0,4.0,8.0,4.0,3.0,62000.0,0
23.0,0,3.25,151.0,2.86,1,3.0,7.0,0.0,9.0,65400.0,0
21.0,0,3.59,225.0,3.46,6,0.0,9.0,2.0,8.0,69900.0,0
20.0,1,2.56,260.0,2.29,0,4.0,7.0,2.0,7.0,67000.0,0
20.0,0,3.11,387.0,2.33,5,4.0,2.0,2.0,7.0,70900.0,2
26.0,1,3.42,256.0,2.33,3,0.0,0.0,5.0,7.0,52600.0,2
23.0,1,2.27,61.0,3.78,2,0.0,2.0,2.0,5.0,39500.0,0
26.0,1,3.63,864.0,2.15,5,1.0,2.0,5.0,8.0,51500.0,0
22.0,0,3.21,772.0,3.6,3,3.0,5.0,3.0,4.0,33900.0,0
19.0,1,3.9,833.0,2.47,3,0.0,2.0,2.0,5.0,45100.0,0
25.0,0,2.68,396.0,2.94,5,1.0,1.0,5.0,3.0,41100.0,2
22.0,1,2.22,397.0,3.83,2,0.0,8.0,4.0,3.0,27600.0,0
19.0,1,3.01,162.0,3.17,1,2.0,5.0,2.0,2.0,63800.0,3
21.0,0,2.17,380.0,2.42,1,2.0,4.0,1.0,5.0,70000.0,0
26.0,1,3.94,443.0,2.57,5,2.0,2.0,0.0,2.0,39100.0,2
21.0,0,2.08,349.0,3.84,5,0.0,6.0,4.0,10.0,59600.0,3
29.0,1,3.51,969.0,2.85,5,4.0,6.0,3.0,4.0,89900.0,3
29.0,0,3.05,31.0,3.17,3,4.0,3.0,4.0,10.0,67900.0,0
29.0,0,2.74,71.0,2.92,5,2.0,9.0,1.0,1.0,34600.0,0
21.0,1,2.13,397.0,2.76,0,3.0,1.0,2.0,2.0,63400.0,2
19.0,1,3.24,438.0,2.45,6,1.0,1.0,2.0,1.0,47400.0,0
29.0,0,3.17,2.0,3.37,5,2.0,7.0,3.0,2.0,63100.0,2
23.0,0,2.56,929.0,3.44,0,1.0,3.0,0.0,4.0,84700.0,2
28.0,1,3.82,562.0,2.55,4,1.0,6.0,2.0,1.0,49000.0,2
19.0,1,2.61,135.0,3.58,0,2.0,2.0,5.0,6.0,71200.0,0
29.0,0,2.9,146.0,3.71,3,4.0,8.0,3.0,1.0,38700.0,2
24.0,0,3.09,179.0,3.84,3,3.0,9.0,2.0,3.0,42800.0,0
20.0,1,2.2,264.0,2.32,6,2.0,8.0,5.0,2.0,25000.0,2
20.0,0,3.86,311.0,2.61,6,1.0,6.0,4.0,2.0,74400.0,0
22.0,1,2.75,204.0,3.72,6,0.0,6.0,3.0,4.0,25100.0,2
20.0,0,2.16,811.0,2.4,3,0.0,0.0,3.0,9.0,33000.0,3
19.0,1,2.77,699.0,2.01,3,1.0,9.0,3.0,3.0,53400.0,2
27.0,2,3.2,30.0,3.74,0,2.0,7.0,2.0,6.0,80700.0,2
26.0,0,3.03,59.0,2.65,3,4.0,1.0,3.0,10.0,25000.0,0
19.0,0,3.39,9.0,2.83,4,2.0,7.0,4.0,3.0,55500.0,0
28.0,0,2.11,988.0,2.89,1,3.0,1.0,0.0,10.0,28600.0,0
19.0,0,2.57,324.0,3.7,1,0.0,0.0,0.0,5.0,75200.0,0
25.0,0,3.64,167.0,2.68,6,1.0,7.0,1.0,9.0,52600.0,2
26.0,1,2.16,337.0,3.78,3,4.0,3.0,4.0,3.0,73300.0,2
24.0,0,3.71,907.0,3.23,4,2.0,9.0,4.0,8.0,38600.0,1
20.0,0,2.18,379.0,3.05,1,3.0,5.0,3.0,6.0,43200.0,0
26.0,0,3.67,898.0,2.65,0,2.0,9.0,1.0,8.0,36000.0,1
20.0,1,2.72,791.0,2.49,2,3.0,9.0,5.0,2.0,71700.0,0
22.0,1,3.22,703.0,3.25,5,2.0,0.0,5.0,9.0,71300.0,2
26.0,1,2.31,242.0,2.89,0,4.0,8.0,4.0,1.0,40200.0,1
29.0,0,2.13,790.0,3.82,2,4.0,6.0,4.0,3.0,64600.0,2
20.0,1,2.43,957.0,2.98,4,1.0,4.0,4.0,4.0,48500.0,0
24.0,0,2.26,666.0,3.02,0,4.0,5.0,2.0,6.0,25000.0,2
29.0,0,2.62,908.0,2.83,1,3.0,2.0,4.0,4.0,57500.0,3
18.0,0,3.03,160.0,3.58,3,1.0,8.0,5.0,2.0,62800.0,3
21.0,0,3.18,777.0,2.85,2,4.0,1.0,2.0,3.0,66500.0,0
21.0,1,3.58,235.0,2.54,3,0.0,9.0,5.0,3.0,51100.0,2
24.0,1,3.31,453.0,3.72,4,3.0,0.0,4.0,6.0,44900.0,3
25.0,1,3.22,858.0,3.19,5,1.0,0.0,5.0,5.0,42600.0,0
18.0,0,2.82,199.0,3.18,5,3.0,9.0,0.0,5.0,63600.0,0
22.0,1,2.95,477.0,3.22,3,1.0,1.0,2.0,4.0,56300.0,1
24.0,0,2.83,33.0,3.44,1,3.0,5.0,2.0,4.0,40400.0,0
29.0,1,3.68,408.0,2.63,4,0.0,5.0,3.0,9.0,54200.0,2
21.0,1,2.46,89.0,2.07,5,4.0,8.0,4.0,7.0,60800.0,2
21.0,1,2.01,607.0,3.62,6,2.0,9.0,1.0,8.0,61200.0,0
21.0,0,3.3,221.0,2.26,6,2.0,3.0,1.0,4.0,50000.0,3
29.0,0,2.4,69.0,3.44,2,2.0,7.0,1.0,3.0,68700.0,0
23.0,1,3.78,294.0,2.16,1,1.0,3.0,1.0,1.0,38200.0,2
24.0,0,3.72,237.0,2.75,3,4.0,2.0,0.0,9.0,50700.0,2
19.0,1,2.15,907.0,2.13,0,1.0,3.0,1.0,9.0,64000.0,0
22.0,2,2.21,160.0,3.04,0,1.0,0.0,5.0,2.0,54700.0,0
21.0,0,2.99,832.0,3.31,4,1.0,8.0,3.0,4.0,51300.0,2
20.0,1,3.22,840.0,2.34,2,1.0,4.0,1.0,4.0,38800.0,0
24.0,0,2.55,788.0,2.74,2,4.0,6.0,3.0,1.0,30700.0,0
28.0,1,3.43,290.0,3.86,2,2.0,2.0,2.0,2.0,39700.0,0
29.0,2,3.19,879.0,2.88,1,3.0,4.0,5.0,8.0,67600.0,3
23.0,1,2.65,554.0,3.61,0,1.0,9.0,4.0,6.0,40200.0,0
24.0,0,2.05,904.0,3.85,4,4.0,3.0,1.0,1.0,50000.0,0
22.0,1,3.5,578.0,3.95,1,0.0,6.0,3.0,7.0,79800.0,2
23.0,0,2.43,533.0,3.8,4,3.0,4.0,5.0,7.0,65400.0,0
22.0,0,3.67,335.0,2.63,1,1.0,1.0,3.0,6.0,47700.0,2
24.0,0,2.84,582.0,3.93,3,1.0,2.0,4.0,8.0,46300.0,2
19.0,0,3.15,773.0,3.62,1,3.0,7.0,2.0,5.0,71600.0,0
28.0,0,3.75,502.0,3.67,1,3.0,2.0,1.0,2.0,44900.0,0
22.0,1,3.73,246.0,2.03,3,1.0,6.0,3.0,4.0,50100.0,0
23.0,1,2.74,323.0,3.91,6,4.0,4.0,1.0,8.0,47200.0,1
23.0,1,2.42,747.0,3.56,3,0.0,6.0,5.0,8.0,74600.0,2
